"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT1G02320",0.200442288718041,-1.14015546083758,4.987752451342,-0.228591028115441,0.819186798479686,NA
"AT1G02330",329.374494671258,0.231121477634318,0.318648393456573,0.725318195165532,0.468256845838635,0.97420058809706
"AT1G02335",129.089970219488,-0.208100907380581,0.50574927646336,-0.411470499445504,0.680727568583453,0.995441768688644
"AT1G02340",1009.10577524834,-0.550406148127119,0.403392992473506,-1.36444152079134,0.172428647559389,0.81268569748444
"AT1G02350",1.83612302343261,1.51338710509104,2.49067655689817,0.607620889552909,0.54343894282827,NA
"AT1G02360",634.63918451505,0.157976335419238,0.531200266521414,0.297395060536682,0.766164914314615,0.995912776838911
"AT1G02370",135.412908502183,-0.0128737221782152,0.389096603580973,-0.0330861849210054,0.973605859555208,0.999324116178341
"AT1G02380",23.288561847962,1.02730729194737,0.965905944945112,1.06356866041004,0.28752414586871,0.915153648172949
"AT1G02390",9.88348014434235,-0.342534533987103,1.24384475600932,-0.275383670134262,0.783021488605709,0.995912776838911
"AT1G02400",325.22839736216,0.0451387372974571,0.323209345667726,0.139657896352606,0.888930294138793,0.996150562299559
"AT1G02405",0,NA,NA,NA,NA,NA
"AT1G02410",185.665059491789,0.0880283447256275,0.349465657750162,0.251894121134387,0.801122903762722,0.995912776838911
"AT1G02420",44.0364598766074,-0.104912139353119,0.640087294736242,-0.163902861712557,0.86980761424772,0.996150562299559
"AT1G02430",38.5168709366331,1.20470788938781,0.664121108840219,1.81398825206992,0.0696795344472805,0.58342331506473
"AT1G02440",3.42704254951987,0.271975007826461,1.98739238481002,0.136850181124378,0.891149217935587,NA
"AT1G02450",0.278221081896005,1.71248552580031,4.99379608663948,0.342922597577008,0.731656691018222,NA
"AT1G02460",19.0710305358396,1.20405658466875,0.881362722962119,1.36613059901389,0.171897975645295,0.811927285483925
"AT1G02470",2.46134128746563,3.0162300837412,2.93025122887253,1.02934180319472,0.303319086011054,NA
"AT1G02475",55.5089234320991,0.317756332144497,0.730603867662535,0.434922871625514,0.663618412458129,0.995357432799861
"AT1G02490",0.462514004491809,0.0390457724437628,4.98614738175473,0.00783085004399164,0.993751949509382,NA
"AT1G02500",6342.12902344143,0.0250060794525242,0.251151374812247,0.0995657677415383,0.920689072122446,0.996150562299559
"AT1G02510",0,NA,NA,NA,NA,NA
"AT1G02520",1117.7784301155,0.812499083062244,0.685762525063912,1.18481114579208,0.236092124745695,0.875092211119806
"AT1G02530",5.8033314858897,-0.198301603023675,1.51491103813199,-0.130899833740862,0.89585454620695,NA
"AT1G02540",0,NA,NA,NA,NA,NA
"AT1G02550",0,NA,NA,NA,NA,NA
"AT1G02560",512.007099227615,0.580066714605114,0.329637462773686,1.7597111375759,0.0784567964368679,0.616752935478705
"AT1G02570",10.238230213636,0.577296576877529,1.54569588389117,0.373486520145367,0.708786376089115,0.995818004740788
"AT1G02575",1.23220019225165,0.914949797288382,3.37536440812359,0.271066968380168,0.786339526190233,NA
"AT1G02580",13.3892382351749,1.01335211865665,1.19673901484448,0.846761161863131,0.397128260137524,0.960497214467494
"AT1G02590",0,NA,NA,NA,NA,NA
"AT1G02610",284.742907580226,-0.155115775951929,0.368289894886678,-0.421178474092149,0.673624761723959,0.995441768688644
"AT1G02620",2.54667900881561,-1.8818583060456,2.4290828545381,-0.774719685880554,0.438505315957565,NA
"AT1G02630",0.461526065489839,-2.20147306683812,4.89226979644576,-0.449990118786476,0.652717565479475,NA
"AT1G02640",179.967227307138,1.56404659085074,0.49666543804294,3.1490948857116,0.00163777008906489,0.0639588420474464
"AT1G02650",2.43729285963858,-1.86513597404171,2.79493146488491,-0.667327981911183,0.504562656576985,NA
