"","SRR17382349","SRR17382351","SRR17382366","SRR17382370"
"AT5G18800",769.905145886953,383.599543566186,722.201653095323,431.25168954456
"AT5G18810",11.1559986285451,26.7417864018801,8.69959123499993,11.9563344938457
"AT5G18820",55.9731348154356,40.1531177760507,96.5836295720484,46.7265805241804
"AT5G18830",638.02069607537,483.586070613369,604.258236338214,594.141886584259
"AT5G18840",62.7344447235991,299.141200388282,36.6498928006614,76.548981567067
"AT5G18850",149.72458674179,407.058610495541,316.529526211682,412.380371166413
"AT5G18860",820.258546633495,1456.39747030509,1158.2532942234,1478.98924477174
"AT5G18870",0,0,0,1.05014688973468
"AT5G18880",0,0,0,0
"AT5G18890",0,0,0,0
"AT5G18900",732.30937994807,700.668405967412,659.872816049155,696.513736418183
"AT5G18910",1.11445159058208,4.08845400524062,2.08991982072465,0
"AT5G18920",40.8538367615674,36.3957259224183,64.8752706621935,33.6214678303029
"AT5G18930",24.6738981894539,53.8301158209438,33.3953666344484,44.3613927854917
"AT5G18933",0,0,0,0
"AT5G18937",0,0,1.06721170236054,0
"AT5G18940",403.086966697867,366.062498500639,340.079623700871,332.919946862177
"AT5G18950",84.0474629422173,134.518198267817,62.7664984548073,111.63241551329
"AT5G18960",303.47502021347,321.251920383856,292.467759974778,370.138489953231
"AT5G18970",25.9163697699325,65.1058996637501,26.7530435128033,21.4211851845077
"AT5G18980",131.901643477063,160.259081889441,197.189843518477,229.236612439119
"AT5G18990",0,0,0,0
"AT5G19000",528.700838225939,397.117797883867,416.000754870392,439.89633655372
"AT5G19010",699.853778418348,579.241075679263,641.514793599953,637.125513597216
"AT5G19020",41.3879528302927,33.574166191712,39.9648311911921,36.3312263482488
"AT5G19025",16.8914619897582,33.7259183863748,25.7732871773057,31.6702954599321
"AT5G19030",49.0549377082143,126.029319546958,76.8602296163319,77.3574907458772
"AT5G19040",252.651574132035,141.739319720021,148.430218440523,119.928560139903
"AT5G19050",541.955934741495,427.361809039056,393.938496298513,443.1252595209
"AT5G19060",10.0726356864462,12.3106249782518,6.30056682588793,10.3676939566404
"AT5G19070",88.6817733754528,62.4664717960584,99.8116079690386,72.0104010130821
"AT5G19080",238.814396096497,148.041764479038,125.347342757681,190.996637345294
"AT5G19090",788.161691362296,569.196729630016,874.848757346363,681.102086370158
"AT5G19100",6.72880076131709,58.7822336445418,8.35047649139369,14.4455010540103
"AT5G19110",23.740249287923,48.5759046731312,26.495150478416,14.5102905562885
"AT5G19120",1162.55059717358,2368.37256129141,910.084515864593,1823.58367342922
"AT5G19130",199.248957811345,211.681403730361,185.142765182501,228.748965511105
"AT5G19140",2155.42038132853,1023.62560795017,690.61224118799,742.704044580798
"AT5G19150",199.919197445967,220.448624637134,215.779511418861,252.025447893603
"AT5G19151",25.0850442495223,23.6636750835711,24.1858356153166,24.71996420573
"AT5G19160",36.999319117574,38.6377914482624,64.9210213416684,44.5533714195108
"AT5G19170",0,23.2513054912928,0,0
"AT5G19172",0,0,0,0
"AT5G19175",0,0,0,0
"AT5G19180",321.1391207693,589.168327292084,324.064397875081,472.887087187547
"AT5G19190",152.818216665511,162.831951199043,199.243354256771,182.808401843517
"AT5G19200",80.7805026972934,137.692513672174,103.204625903359,80.399683293069
"AT5G19210",25.8967723944947,51.397366498093,38.49705907657,37.0688992407727
"AT5G19220",159.188797089662,76.0455857177708,123.305875091573,144.582568185933
"AT5G19230",1608.25558804518,1933.80102727155,1055.70173442975,1829.17610593772
"AT5G19240",853.854324709742,972.163842484988,219.060304980684,566.091504030269
"AT5G19250",187.714863668975,173.62630231843,139.41517338364,127.387363120431
"AT5G19260",8.99267313895764,14.2191511351518,9.328998183488,7.18260478933739
"AT5G19270",0,0,0,0
"AT5G19280",191.400379704571,343.996573880082,254.075498411496,325.458373044959
"AT5G19290",268.174485159532,151.032935774346,100.046014174525,120.569503591876
"AT5G19300",107.63741966411,105.874009044009,132.649193466594,110.461630900405
"AT5G19310",131.709912323115,107.320959022078,165.328303406942,192.246945213156
"AT5G19315",0,0,0,0
"AT5G19320",351.760109248684,226.484554146262,294.984444026739,209.377758199263
"AT5G19330",1276.09037067288,822.641139174298,1129.59822548276,1209.18995578997
"AT5G19340",146.957149784813,289.327798707144,187.714974671322,197.966021019837
"AT5G19350",500.68164992196,483.723008624858,453.419120235135,409.706412717294
"AT5G19360",0,0,0,0
"AT5G19370",123.771302176734,88.2112488418041,101.279182717107,103.386852735624
"AT5G19380",54.9095486865492,45.3843860486436,56.494279147391,36.1794335726656
"AT5G19390",514.674231788492,374.838771096206,543.160533395397,497.047606584954
"AT5G19400",1858.30307306707,1336.85111337801,1553.81320846175,1814.79598444528
"AT5G19410",823.016280745342,93.185584783082,266.841184356,113.581641280465
"AT5G19420",275.449799400009,292.938151186833,302.762403546643,318.382865106685
"AT5G19430",156.083271072206,210.343559212606,180.56627146729,161.931769386899
"AT5G19440",1718.05183879853,1096.31882868386,1304.48859666773,1057.86753751434
"AT5G19450",739.629687511354,630.726589599073,899.348780477905,832.786132048452
"AT5G19460",51.52217836218,60.9328805125062,91.1515259456134,68.3034861269634
"AT5G19470",0,0,0,0
"AT5G19473",0,1.60353830974433,0,0
"AT5G19480",156.490449436569,185.670018031681,186.619229793087,193.23274105886
"AT5G19485",284.571097513924,223.411899277695,288.934137300306,307.165611567277
"AT5G19490",33.7365099170733,31.8426117714653,35.1987262418273,39.9772203096334
"AT5G19500",15.6834218525483,9.06441588412991,19.8963626357222,22.7584493123853
"AT5G19510",3136.554722763,2764.52101975674,3213.31998389439,2687.1613678452
"AT5G19520",525.160361836602,540.436418507703,709.063184352677,611.807867113434
"AT5G19530",2002.87405380262,1543.05159816042,1944.70015945462,1784.29395158999
"AT5G19540",338.578377915477,298.479686485744,291.489416324538,369.66180885559
"AT5G19550",939.044675348766,75.0834261805192,666.466499670442,500.335760436794
"AT5G19560",42.5572274263335,24.7376910389446,27.906439478141,7.04789285306212
"AT5G19570",80.7385781204607,70.4849141299854,80.0518546958485,62.8391355399123
"AT5G19580",0,0,1.06721170236054,0
"AT5G19590",900.757407452386,1007.47291977052,956.974181345827,824.448809710865
"AT5G19595",0,0,0,0
"AT5G19600",154.368502701361,9.8272912518629,99.9071334651715,13.4939243939175
"AT5G19610",0,0,0,0
"AT5G19620",143.113174254773,105.42825399158,127.429040340297,161.068905396947
"AT5G19630",123.115366827953,112.848244393662,113.368048360825,117.620672020757
"AT5G19633",0,0,0,0
"AT5G19640",0,0,0,0
"AT5G19650",4.52055950405512,1.71434794277641,7.13662502212782,3.03756263942274
"AT5G19660",256.772387203192,316.502371680872,312.542411376405,511.93685312968
"AT5G19670",62.5423452805216,81.3490876166442,72.7441420450334,63.7041817243658
"AT5G19675",0,0,0,0
"AT5G19680",366.939634562059,385.986597392887,379.270088098149,385.352561199641
"AT5G19690",1234.45941025074,1215.01476520041,1114.73544553924,1017.32426206968
"AT5G19700",2.22576865516804,0,0,0
"AT5G19710",0,0,0,0
"AT5G19720",0,0,0,0
"AT5G19730",12.3242525661883,36.2774006004496,38.7310799638325,13.4441726304173
"AT5G19740",333.377072263311,436.66492458537,385.853897728384,399.542827405641
"AT5G19750",164.283795894662,282.318521943424,208.7377815939,138.179019573488
"AT5G19760",1803.22051877611,1572.20936132018,1998.48596466145,1257.4993403112
"AT5G19770",2006.92931006038,1634.62556859584,2283.63237133883,1271.14850912011
"AT5G19780",2193.38714396548,1572.25647176585,2326.62461321096,1410.44265505661
"AT5G19790",47.488523042754,42.9532055095745,20.3601139956532,17.192291414748
"AT5G19800",36.6197556450838,9.00564764470561,7.8800725693314,6.89568470084056
"AT5G19810",7.88454305090314,4.22024460690783,4.12074370292667,5.10514737736621
"AT5G19820",1299.12484200993,1062.71963292993,1308.3582717637,1537.95615458657
"AT5G19830",50.7338527310739,44.0781670498321,42.1159335986245,40.746649427724
"AT5G19840",37.1002353824755,32.910407361566,39.7377192113318,54.7924270064136
"AT5G19850",74.1560994261313,36.7291383754965,47.7463935463029,69.8497996211784
"AT5G19855",147.29099811329,177.660334261372,118.819917230022,158.642308942285
"AT5G19860",899.319181741503,1010.42751377333,594.690122027016,1001.34842025845
"AT5G19870",10.1378143870214,20.2621077822673,7.2101124403048,19.396992502192
"AT5G19875",271.65395496454,232.893917509437,314.521790028999,184.469606187107
"AT5G19880",4.54707451636264,0,1.04478884038291,0
"AT5G19890",479.812503547453,91.8608992426089,473.178476997559,166.369297066022
"AT5G19900",309.127077000974,382.818834387482,267.475618483029,423.708094390779
"AT5G19910",118.216329478369,96.8735563512294,81.493985245617,112.434254667306
"AT5G19920",65.9618084293427,56.37596694962,72.6802717210796,74.8306623798431
"AT5G19930",314.784900497572,312.166803041325,304.626415471231,269.775044634727
"AT5G19940",190.533802478922,225.476777601064,140.728851292965,271.983884930057
"AT5G19950",140.955166576168,115.768046090426,119.172940966958,137.533252439429
"AT5G19960",171.864891639454,191.784390521945,179.701213904683,160.338764280203
"AT5G19970",82.3058133828459,235.713718792996,282.810700273279,136.262814700423
"AT5G19980",268.222378785745,312.267044880074,294.770445176738,281.209331468254
"AT5G19990",1027.94997238315,764.806705011823,986.531572499477,800.991320958149
"AT5G20000",662.350695525421,407.005481290283,356.632876714313,417.503876995668
"AT5G20010",1289.66688570581,1276.4189850912,881.862171923044,1292.31047026401
"AT5G20020",2267.75591983713,1658.30030764507,2125.46181579571,1339.22694980919
"AT5G20030",45.7507441693798,60.1561566767752,45.6286662582511,37.2353561080154
"AT5G20040",105.335292470181,129.544429821337,137.056279244285,136.452389738776
"AT5G20045",37.4882918468471,27.1994355388803,53.1871193264355,13.9964380516597
"AT5G20050",480.70300204547,629.404315203361,311.832979342188,535.54905754793
"AT5G20060",393.810241410859,242.616830883176,356.249691649292,202.871696361986
"AT5G20070",401.715807359822,406.693777006929,443.904452414418,309.124915678053
"AT5G20080",777.130222504791,555.390311034988,698.431853415302,447.873602451349
"AT5G20090",1318.80363213613,843.104179755814,1136.37942184751,678.464962878422
"AT5G20100",0,0,0,0
"AT5G20110",123.333799257045,73.6981284380011,227.447933061539,74.8490639501903
"AT5G20120",195.999588789222,234.999248820526,177.352159098982,232.137226818916
"AT5G20130",191.020831668661,192.60109073115,192.00168426708,171.340685507584
"AT5G20140",33.8847588085623,32.9353763582051,41.7080485438938,34.0304958910476
"AT5G20150",274.638897980062,217.072591627197,71.2363470387753,135.009358647274
"AT5G20160",1065.18524793693,736.185444213838,1279.13908983997,704.784322666418
"AT5G20165",333.717994886865,341.413423638543,295.049422510459,235.788457158797
"AT5G20170",127.530625443663,157.282633265322,155.613461060785,186.809035081192
"AT5G20180",209.631286167356,202.140353328142,222.866259108798,118.699271500703
"AT5G20190",322.613678798285,441.586240889466,330.958347484051,329.002978836186
"AT5G20200",393.498896409561,337.3091989204,357.175938544818,418.932024987817
"AT5G20220",57.9403885175915,101.789702404762,63.7614646584037,99.9905821457316
"AT5G20230",737.372068759316,141.456802259854,18.5738411357331,29.6489173214311
"AT5G20240",4.54108983035495,15.9163741358912,1.03033115020445,14.2876421896277
"AT5G20250",7207.30915321574,11378.6227427646,4298.64673630994,10077.3455360433
"AT5G20260",4.47484987632366,0,4.24660745489698,0
"AT5G20270",388.461669296105,105.659090580614,174.77703395802,107.024457582256
"AT5G20280",409.729086749212,419.941097725289,459.004448959148,426.449466086481
"AT5G20290",5341.40836882145,5003.79338397114,6425.48703837531,3655.23484320826
"AT5G20300",336.239265330419,292.184381322558,280.05173423641,352.205930621924
"AT5G20310",0,0,0,0
"AT5G20320",201.038634567746,259.974629706943,315.228668259507,402.622552670156
"AT5G20330",0,0,0,0
"AT5G20340",0,0,0,0
"AT5G20350",1027.46712473511,874.336579181377,792.04678669333,1197.21510975726
"AT5G20360",201.658786986939,265.13897920562,226.269250789908,322.883571923713
"AT5G20370",0,0,0,0
"AT5G20380",130.545645415891,191.467228819533,214.148333470223,198.978581785168
"AT5G20390",0,0,0,0
"AT5G20400",837.253211491299,630.029345111051,791.431660577684,665.267246803517
"AT5G20410",8.96131445593925,18.1232784858788,6.2843834269947,13.4504283317369
